,Sample,Date,Time,Counted.by.,Site,Weather,DO..mg.L.,Saturation....,Temperature..â..C.,Volume.Filtered..ml.,Frames.counted,Volume.counted,Species,Classification,Cells.Counted,Cells.L
5178,272,2019/02/21,01:00:00,Pertunia,Primary sump,,9.49,91.4,13,NA,20,NA,Protoperidinium divergens,Dinoflagellate,7,350
5179,273,2019/02/21,01:00:00,Pertunia,After Drumfilter,,7.91,74.3,13,NA,20,NA,Protoperidinium divergens,Dinoflagellate,16,800
5180,274,2019/02/21,03:00:00,Pertunia,Primary sump,,9.64,91.4,12.5,NA,20,NA,Protoperidinium divergens,Dinoflagellate,11,550
5181,275,2019/02/21,03:00:00,Pertunia,After Drumfilter,,9.43,87.9,12.5,NA,20,NA,Protoperidinium divergens,Dinoflagellate,6,300
5182,276,2019/02/21,06:00:00,Pertunia,Primary sump,,9.77,92.5,12.8,NA,20,NA,Protoperidinium divergens,Dinoflagellate,2,100
5183,298,2019/02/21,20:00:00,Pertunia,After Drumfilter,,8.19,81.4,15.4,NA,20,NA,Protoperidinium divergens,Dinoflagellate,7,350
5184,302,2019/02/22,00:00:00,Pertunia,After Drumfilter,,7.77,7.65,14.9,NA,20,NA,Protoperidinium divergens,Dinoflagellate,12,600
5185,374,2019/02/24,06:00:00,Pertunia,Primary sump,,9.41,90.2,13.3,NA,20,NA,Protoperidinium divergens,Dinoflagellate,2,100
5186,389,2019/02/24,17:00:00,Pertunia,Primary sump,,9.26,89.2,13.7,NA,20,NA,Protoperidinium divergens,Dinoflagellate,15,750
5187,390,2019/02/24,17:00:00,Pertunia,After Drumfilter,,8.56,83.1,13.8,NA,20,NA,Protoperidinium divergens,Dinoflagellate,4,200
5188,391,2019/02/24,19:00:00,Pertunia,Primary sump,,8.95,86.8,14,NA,20,NA,Protoperidinium divergens,Dinoflagellate,6,300
5189,392,2019/02/24,19:00:00,Pertunia,After Drumfilter,,7.58,72.9,13.7,NA,20,NA,Protoperidinium divergens,Dinoflagellate,5,250
5190,393,2019/02/24,21:00:00,Pertunia,Primary sump,,8.74,87.1,15.8,NA,20,NA,Protoperidinium divergens,Dinoflagellate,4,200
5191,394,2019/02/24,21:00:00,Pertunia,After Drumfilter,,8.03,79.8,12.2,NA,20,NA,Protoperidinium divergens,Dinoflagellate,3,150
5192,395,2019/02/24,23:00:00,Pertunia,Primary sump,,9.87,90.4,15.9,NA,20,NA,Protoperidinium divergens,Dinoflagellate,1,50
5193,396,2019/02/24,23:00:00,Pertunia,After Drumfilter,,8.7,88.7,16.5,NA,20,NA,Protoperidinium divergens,Dinoflagellate,2,100
5194,397,2019/02/25,01:00:00,Pertunia,Primary sump,,8.81,86.6,14.5,NA,20,NA,Protoperidinium divergens,Dinoflagellate,4,200
5195,400,2019/02/25,03:00:00,Pertunia,After Drumfilter,,7.36,71.6,14.3,NA,20,NA,Protoperidinium divergens,Dinoflagellate,9,450
5196,401,2019/02/25,05:00:00,Pertunia,Primary sump,,8.75,84.2,13.7,NA,20,NA,Protoperidinium divergens,Dinoflagellate,3,150
5197,402,2019/02/25,05:00:00,Pertunia,After Drumfilter,,7.75,74.7,13.7,NA,20,NA,Protoperidinium divergens,Dinoflagellate,7,350
5198,403,2019/02/25,06:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,2,100
5201,570,2019/03/04,08:00:00,Pertunia,Primary sump,,9.43,98.9,17.3,NA,20,NA,Protoperidinium divergens,Dinoflagellate,4,200
5202,571,2019/03/04,08:00:00,Pertunia,After Drumfilter,,9.17,95,17,NA,20,NA,Protoperidinium divergens,Dinoflagellate,8,400
5203,572,2019/03/04,13:00:00,Pertunia,Primary sump,,9.4,96.3,16.6,NA,20,NA,Protoperidinium divergens,Dinoflagellate,3,150
5204,573,2019/03/04,13:00:00,Pertunia,After Drumfilter,,7.81,79.8,16.5,NA,20,NA,Protoperidinium divergens,Dinoflagellate,8,400
5205,574,2019/03/04,17:00:00,Pertunia,Primary sump,,9.12,94.8,17.4,NA,20,NA,Protoperidinium divergens,Dinoflagellate,12,600
5206,575,2019/03/04,17:00:00,Pertunia,After Drumfilter,,8.12,83.9,17.2,NA,20,NA,Protoperidinium divergens,Dinoflagellate,3,150
5207,959,2019/03/26,18:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,16,4000
5208,960,2019/03/26,18:05:00,Pertunia,After Drumfilter,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,5,1250
5209,961,2019/03/26,07:20:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,9,2250
5210,962,2019/03/26,07:25:00,Pertunia,After Drumfilter,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,9,2250
5211,963,2019/03/26,08:20:00,Pertunia,Primary sump,,,NA,10,NA,20,NA,Protoperidinium divergens,Dinoflagellate,5,1250
5212,964,2019/03/26,08:25:00,Pertunia,After Drumfilter,,,NA,10,NA,20,NA,Protoperidinium divergens,Dinoflagellate,12,3000
5213,965,2019/03/26,09:20:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,15,3750
5214,966,2019/03/26,09:25:00,Pertunia,After Drumfilter,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,10,2500
5215,967,2019/03/26,23:20:00,Pertunia,Primary sump,,,NA,10,NA,20,NA,Protoperidinium divergens,Dinoflagellate,7,1750
5216,968,2019/03/26,23:25:00,Pertunia,After Drumfilter,,,NA,10,NA,20,NA,Protoperidinium divergens,Dinoflagellate,7,1750
5217,980,2019/03/27,18:30:00,Pertunia,Primary sump,,,NA,10,NA,20,NA,Protoperidinium divergens,Dinoflagellate,17,4250
5218,981,2019/03/27,18:30:00,Pertunia,After Drumfilter,,,NA,10,NA,20,NA,Protoperidinium divergens,Dinoflagellate,7,1750
5219,986,2019/03/27,21:30:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,31,7750
5220,987,2019/03/27,21:30:00,Pertunia,After Drumfilter,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,10,2500
5221,988,2019/03/27,23:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,13,3250
5222,989,2019/03/27,23:00:00,Pertunia,After Drumfilter,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,10,2500
5223,996,2019/03/28,10:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,4,1000
5224,997,2019/03/28,10:00:00,Pertunia,After Drumfilter,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,7,1750
5225,1020,2019/03/29,07:40:00,Pertunia,Primary sump,,,NA,14,NA,20,NA,Protoperidinium divergens,Dinoflagellate,6,1500
5226,1022,2019/03/29,09:30:00,Pertunia,Primary sump,,,NA,14,NA,20,NA,Protoperidinium divergens,Dinoflagellate,7,1750
5227,1023,2019/03/29,09:30:00,Pertunia,After Drumfilter,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,2,500
5228,1024,2019/03/29,11:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,1,250
5229,1055,2019/03/30,13:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,3,750
5230,1115,2019/04/03,07:40:00,Lorna,Primary sump,,7.36,85.5,12.3,NA,20,NA,Protoperidinium divergens,Dinoflagellate,9,2250
5231,1116,2019/04/03,07:40:00,Lorna,After Drumfilter,,7.3,84.7,12.5,NA,20,NA,Protoperidinium divergens,Dinoflagellate,1,250
5232,1120,2019/04/03,14:00:00,Lorna,After Drumfilter,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,2,500
5233,1121,2019/04/03,17:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Protoperidinium divergens,Dinoflagellate,9,2250
5255,967,2019/03/26,23:20:00,Pertunia,Primary sump,,,NA,10,NA,20,NA,Protoperidinium minutum,Dinoflagellate,2,500
5256,1214,2019/07/03,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Protoperidinium minutum,Dinoflagellate,1,250
5257,NA,2017/01/04,08:00,Lorna,Primary sump,Windy,,NA,14.1,5000,20,0.02,Protoperidinium oceanicum,Dinoflagellate,3,30
5279,232,2019/02/19,11:12:00,Lorna,Primary sump,,9.18,86.3,12.6,NA,20,NA,Protoperidinium oceanicum,Dinoflagellate,1,50
5280,236,2019/02/19,14:30:00,Lorna,Primary sump,,9.77,84.3,13.7,NA,20,NA,Protoperidinium oceanicum,Dinoflagellate,10,500
5284,1043,2019/03/30,07:30:00,Lorna,After Drumfilter,,,NA,NA,NA,20,NA,Protoperidinium oceanicum,Dinoflagellate,2,500
5285,1118,2019/04/03,11:00:00,Lorna,After Drumfilter,,,NA,NA,NA,20,NA,Protoperidinium oceanicum,Dinoflagellate,2,500
5288,1147,2019/04/09,12:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Protoperidinium oceanicum,Dinoflagellate,1,250
5301,NA,2017/01/04,08:00,Lorna,Primary sump,Windy,,NA,14.1,5000,20,0.02,Protoperidinium pellucidum,Dinoflagellate,2,20
5317,2,2019/01/02,16:21:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,3,150
5318,5,2019/01/07,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5319,6,2019/01/08,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5320,7,2019/01/09,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,2,100
5321,8,2019/01/10,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,3,150
5322,9,2019/01/11,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,4,200
5323,10,2019/01/11,12:24:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,3,150
5324,11,2019/01/14,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,2,100
5325,13,2019/01/16,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5326,14,2019/01/17,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,2,100
5327,16,2019/01/21,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5328,17,2019/01/22,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,6,300
5329,18,2019/01/23,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,3,150
5330,19,2019/01/24,08:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5331,20,2019/01/24,15:09:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5332,21,2019/01/25,08:16:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,5,250
5333,23,2019/01/25,12:23:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5334,46,2019/02/05,16:26:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5335,47,2019/02/06,08:20:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5336,51,2019/02/11,09:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,3,150
5337,63,2019/02/12,08:00:00,Pertunia,Primary sump,,9.84,NA,11.8,NA,20,NA,Pseudo-nitzschia,Diatom,5,250
5338,154,2019/02/15,07:43:00,Ruan,Primary sump,,8.37,77.1,10.8,NA,20,NA,Pseudo-nitzschia,Diatom,2,100
5339,155,2019/02/15,09:54:00,Ruan,Primary sump,,8.85,79.2,10.7,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5340,172,2019/02/17,18:18:00,Pertunia,Broodstock,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,2,100
5341,173,2019/02/17,19:14:00,Pertunia,Inside Settlement,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5342,174,2019/02/17,19:14:00,Pertunia,Nursery SV,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,17,850
5343,175,2019/02/17,19:25:00,Pertunia,Amaza 5 settlement,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,3,150
5344,178,2019/02/17,22:31:00,Pertunia,Broodstock,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,2,100
5345,186,2019/02/18,01:00:00,Pertunia,Primary sump,,7.68,76.1,14.3,NA,20,NA,Pseudo-nitzschia,Diatom,5,250
5346,187,2019/02/18,01:00:00,Pertunia,After Drumfilter,,9.55,92.4,15.6,NA,20,NA,Pseudo-nitzschia,Diatom,2,100
5347,191,2019/02/18,01:00:00,Pertunia,Nursery SV,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5348,192,2019/02/18,02:00:00,Pertunia,Primary sump,,9.16,87.9,13.6,NA,20,NA,Pseudo-nitzschia,Diatom,2,100
5349,193,2019/02/18,02:00:00,Pertunia,After Drumfilter,,8.13,79.6,14.7,NA,20,NA,Pseudo-nitzschia,Diatom,2,100
5350,194,2019/02/18,03:00:00,Pertunia,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,4,200
5351,196,2019/02/18,04:00:00,Pertunia,Primary sump,,9.5,89.5,13,NA,20,NA,Pseudo-nitzschia,Diatom,6,300
5352,203,2019/02/18,09:50:00,Sarah,After Drumfilter,,9.21,87.6,13.1,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5353,206,2019/02/18,14:00:00,Sarah,Primary sump,,9.68,93,13.7,NA,20,NA,Pseudo-nitzschia,Diatom,4,200
5354,207,2019/02/18,14:00:00,Sarah,After Drumfilter,,9.98,96.6,13.8,NA,20,NA,Pseudo-nitzschia,Diatom,2,100
5355,209,2019/02/18,15:30:00,Sarah,After Drumfilter,,9.44,88.4,14.4,NA,20,NA,Pseudo-nitzschia,Diatom,2,100
5356,214,2019/02/18,19:00:00,Pertunia,Primary sump,,9.81,94.7,14,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5357,228,2019/02/19,07:44:00,Lorna,Primary sump,,8.7,81,12.4,NA,20,NA,Pseudo-nitzschia,Diatom,5,250
5358,230,2019/02/19,09:45:00,Lorna,Primary sump,,9.86,91.2,12.6,NA,20,NA,Pseudo-nitzschia,Diatom,3,150
5359,231,2019/02/19,09:50:00,Lorna,After Drumfilter,,9.58,84.3,11.2,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5360,232,2019/02/19,11:12:00,Lorna,Primary sump,,9.18,86.3,12.6,NA,20,NA,Pseudo-nitzschia,Diatom,2,100
5361,236,2019/02/19,14:30:00,Lorna,Primary sump,,9.77,84.3,13.7,NA,20,NA,Pseudo-nitzschia,Diatom,6,300
5362,237,2019/02/19,14:36:00,Lorna,After Drumfilter,,9.45,92.4,13.6,NA,20,NA,Pseudo-nitzschia,Diatom,2,100
5363,238,2019/02/19,15:30:00,Lorna,Primary sump,,8.91,88.2,14.1,NA,20,NA,Pseudo-nitzschia,Diatom,7,350
5364,239,2019/02/19,15:36:00,Lorna,After Drumfilter,,8.94,82.9,14.2,NA,20,NA,Pseudo-nitzschia,Diatom,3,150
5365,254,2019/02/20,07:48:00,Sarah,Primary sump,,9.88,91.7,11.8,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5366,257,2019/02/20,09:08:00,Lorna,After Drumfilter,,9.11,86.8,12.8,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5367,260,2019/02/20,14:06:00,Lorna,Primary sump,,9.92,9.91,14.6,NA,20,NA,Pseudo-nitzschia,Diatom,4,200
5368,263,2019/02/20,18:00:00,Pertunia,Primary sump,,9.41,91.3,14,NA,20,NA,Pseudo-nitzschia,Diatom,4,200
5369,267,2019/02/20,19:00:00,Pertunia,After Drumfilter,,,NA,NA,NA,20,NA,Pseudo-nitzschia,Diatom,5,250
5370,272,2019/02/21,01:00:00,Pertunia,Primary sump,,9.49,91.4,13,NA,20,NA,Pseudo-nitzschia,Diatom,2,100
5371,273,2019/02/21,01:00:00,Pertunia,After Drumfilter,,7.91,74.3,13,NA,20,NA,Pseudo-nitzschia,Diatom,2,100
5372,298,2019/02/21,20:00:00,Pertunia,After Drumfilter,,8.19,81.4,15.4,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5373,302,2019/02/22,00:00:00,Pertunia,After Drumfilter,,7.77,7.65,14.9,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5374,399,2019/02/25,03:00:00,Pertunia,Primary sump,,8.89,87.1,14.1,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5375,572,2019/03/04,13:00:00,Pertunia,Primary sump,,9.4,96.3,16.6,NA,20,NA,Pseudo-nitzschia,Diatom,4,200
5376,575,2019/03/04,17:00:00,Pertunia,After Drumfilter,,8.12,83.9,17.2,NA,20,NA,Pseudo-nitzschia,Diatom,1,50
5400,1313,2019/11/20,15:00:00,Pertunia,Primary sump,,9.55,97.8,16.8,NA,20,NA,Pseudo-nitzschia,Diatom,6,1500
5428,NA,2017/01/04,08:00,Lorna,Primary sump,Windy,,NA,14.1,5000,20,0.02,Pseudo-nitzschia australis,Diatom,1,10
5432,NA,2017/01/30,08:00,Lorna,Primary sump,Cloudy,,NA,NA,5000,20,0.02,Pseudo-nitzschia australis,Diatom,1,10
5534,NA,2018/11/01,08:00,Nuette,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,108,5400
5535,NA,2018/11/02,08:00,Nuette,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,63,3150
5536,NA,2018/11/05,08:00,Pertunia,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,6,300
5537,NA,2018/11/06,08:00,Pertunia,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,17,850
5538,NA,2018/11/08,08:00,Pertunia,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,2,100
5539,NA,2018/11/12,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,4,200
5540,NA,2018/11/13,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,4,200
5541,NA,2018/11/14,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,1,50
5542,NA,2018/11/15,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,11,550
5543,NA,2018/11/16,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,4,200
5544,NA,2018/11/19,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,4,200
5545,NA,2018/11/20,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,1,50
5546,NA,2018/11/21,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,21,1050
5547,NA,2018/11/22,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,15,750
5548,NA,2018/11/23,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,16,800
5549,NA,2018/11/26,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,57,2850
5550,NA,2018/11/27,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,78,3900
5551,NA,2018/11/28,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,33,1650
5552,NA,2018/11/29,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,137,6850
5553,NA,2018/12/03,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,4,200
5554,NA,2018/12/04,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,4,200
5555,NA,2018/12/05,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,3,150
5556,NA,2018/12/06,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,2,100
5557,NA,2018/12/11,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,1,50
5558,NA,2018/12/13,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,2,100
5559,NA,2018/12/14,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,3,150
5560,NA,2018/12/20,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,1,50
5561,NA,2018/12/24,12:23,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Pseudo-nitzschia australis,Diatom,1,50
5563,1212,2019/07/01,08:00:00,Lorna,Primary sump,,,NA,13.6,NA,20,NA,Pseudo-nitzschia australis,Diatom,1,250
5564,1216,2019/07/05,08:00:00,Lorna,Primary sump,,,NA,NA,NA,20,NA,Pseudo-nitzschia australis,Diatom,1,250
5593,NA,2017/01/04,08:00,Lorna,Primary sump,Windy,,NA,14.1,5000,20,0.02,Pyrophacus sp.,Dinoflagellate,4,40
5596,NA,2017/02/06,08:00,Lorna,Primary sump,Cloudy,,NA,17.9,5000,20,0.02,Pyrophacus sp.,Dinoflagellate,1,10
5613,228,2019/02/19,07:44:00,Lorna,Primary sump,,8.7,81,12.4,NA,20,NA,Pyrophacus sp.,Dinoflagellate,2,100
5614,238,2019/02/19,15:30:00,Lorna,Primary sump,,8.91,88.2,14.1,NA,20,NA,Pyrophacus sp.,Dinoflagellate,2,100
5671,NA,2018/10/25,15:00,Nuette,Primary sump,,,NA,NA,10000,20,0.002,Rhizosolenia sp.,Diatom,72,3600
5672,NA,2018/10/26,08:00,Nuette,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,31,1550
5673,NA,2018/10/29,08:00,Nuette,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,55,2750
5674,NA,2018/10/30,08:00,Nuette,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,199,9950
5676,NA,2018/11/01,08:00,Nuette,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,172,8600
5677,NA,2018/11/02,08:00,Nuette,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,250,12500
5678,NA,2018/11/06,08:00,Pertunia,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,121,6050
5679,NA,2018/11/07,08:00,Pertunia,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,33,1650
5680,NA,2018/11/08,08:00,Pertunia,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,43,2150
5681,NA,2018/11/12,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,2,100
5682,NA,2018/11/13,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,37,1850
5683,NA,2018/11/14,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,11,550
5684,NA,2018/11/15,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,13,650
5685,NA,2018/11/16,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,12,600
5686,NA,2018/11/19,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,17,850
5687,NA,2018/11/20,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,3,150
5688,NA,2018/11/21,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,17,850
5689,NA,2018/11/22,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,13,650
5690,NA,2018/11/23,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,5,250
5691,NA,2018/11/26,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,7,350
5692,NA,2018/11/27,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,8,400
5693,NA,2018/11/28,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,4,200
5694,NA,2018/11/29,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,7,350
5695,NA,2018/12/03,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,2,100
5696,NA,2018/12/04,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,4,200
5697,NA,2018/12/05,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,3,150
5698,NA,2018/12/06,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,4,200
5699,NA,2018/12/10,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,3,150
5700,NA,2018/12/11,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,1,50
5701,NA,2018/12/12,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,1,50
5702,NA,2018/12/13,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,2,100
5703,NA,2018/12/14,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,1,50
5704,NA,2018/12/20,10:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,2,100
5705,NA,2018/12/21,12:50,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,1,50
5706,NA,2018/12/24,12:23,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,1,50
5707,NA,2018/12/25,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,1,50
5708,NA,2018/12/25,13:41,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,1,50
5709,NA,2018/12/26,08:00,Lorna,Primary sump,,,NA,NA,5000,20,0.004,Rhizosolenia sp.,Diatom,1,50
