Sample,Species,Classification,Threat,Cells Counted ,Frames counted,Total Count
1188,Coscinodiscus granii,Diatom,,7,20,1750
1190,Coscinodiscus granii,Diatom,,3,20,750
1191,Coscinodiscus granii,Diatom,,1,20,250
1193,Coscinodiscus granii,Diatom,,3,20,750
1197,Coscinodiscus granii,Diatom,,1,20,250
1198,Coscinodiscus granii,Diatom,,18,20,4500
1199,Coscinodiscus granii,Diatom,,1,125,40
1200,Coscinodiscus granii,Diatom,,9,125,360
1201,Coscinodiscus granii,Diatom,,3,8,1875
1202,Coscinodiscus granii,Diatom,,1,63,79
1203,Coscinodiscus granii,Diatom,,4,45,444
1204,Coscinodiscus granii,Diatom,,1,16,313
1217,Coscinodiscus granii,Diatom,,15,20,3750
1219,Coscinodiscus granii,Diatom,,20,20,5000
1220,Coscinodiscus granii,Diatom,,10,20,2500
1222,Coscinodiscus granii,Diatom,,1,20,250
1223,Coscinodiscus granii,Diatom,,4,20,1000
1224,Coscinodiscus granii,Diatom,,4,20,1000
1225,Coscinodiscus granii,Diatom,,2,2,5000
1226,Coscinodiscus granii,Diatom,,3,5,3000
1227,Coscinodiscus granii,Diatom,,6,8,3750
1228,Coscinodiscus granii,Diatom,,6,7,4286
1229,Coscinodiscus granii,Diatom,,32,40,4000
1230,Coscinodiscus granii,Diatom,,5,40,625
1231,Coscinodiscus granii,Diatom,,5,40,625
1232,Coscinodiscus granii,Diatom,,4,40,500
1233,Coscinodiscus granii,Diatom,,6,40,750
1234,Coscinodiscus granii,Diatom,,3,40,375
1235,Coscinodiscus granii,Diatom,,177,40,4425
1236,Coscinodiscus granii,Diatom,,3,30,100
1237,Coscinodiscus granii,Diatom,,1,7,143
1238,Coscinodiscus granii,Diatom,,4,10,400
1239,Coscinodiscus granii,Diatom,,2,9,222
1241,Coscinodiscus granii,Diatom,,93,100,930
1242,Coscinodiscus granii,Diatom,,8,50,160
1243,Coscinodiscus granii,Diatom,,93,100,930
1247,Coscinodiscus granii,Diatom,,29,328,88
1248,Coscinodiscus granii,Diatom,,4,24,167
1249,Coscinodiscus granii,Diatom,,35,200,875
1250,Coscinodiscus granii,Diatom,,30,150,1000
1251,Coscinodiscus granii,Diatom,,24,200,600
1252,Coscinodiscus granii,Diatom,,13,100,650
1253,Coscinodiscus granii,Diatom,,26,150,867
1254,Coscinodiscus granii,Diatom,,39,150,1300
1255,Coscinodiscus granii,Diatom,,27,150,900
1256,Coscinodiscus granii,Diatom,,11,100,550
1257,Coscinodiscus granii,Diatom,,22,200,550
1258,Coscinodiscus granii,Diatom,,14,200,350
1259,Coscinodiscus granii,Diatom,,32,150,1067
1260,Coscinodiscus granii,Diatom,,12,150,400
1261,Coscinodiscus granii,Diatom,,17,200,425
1262,Coscinodiscus granii,Diatom,,19,150,633
1263,Coscinodiscus granii,Diatom,,26,150,867
1264,Coscinodiscus granii,Diatom,,23,150,767
1265,Coscinodiscus granii,Diatom,,22,200,550
1266,Coscinodiscus granii,Diatom,,27,200,675
1267,Coscinodiscus granii,Diatom,,11,150,367
1268,Coscinodiscus granii,Diatom,,6,200,150
1269,Coscinodiscus granii,Diatom,,14,150,467
1270,Coscinodiscus granii,Diatom,,13,150,433
1273,Coscinodiscus granii,Diatom,,16,150,533
1276,Coscinodiscus granii,Diatom,,5,150,167
1277,Coscinodiscus granii,Diatom,,3,37,405
1278,Coscinodiscus granii,Diatom,,13,150,433
1279,Coscinodiscus granii,Diatom,,10,100,500
1280,Coscinodiscus granii,Diatom,,9,100,450
1281,Coscinodiscus granii,Diatom,,15,100,750
1282,Coscinodiscus granii,Diatom,,14,150,467
1283,Coscinodiscus granii,Diatom,,10,100,500
1284,Coscinodiscus granii,Diatom,,4,50,400
1289,Coscinodiscus granii,Diatom,,6,30,1000
1290,Coscinodiscus granii,Diatom,,7,100,350
1291,Coscinodiscus granii,Diatom,,6,50,600
1292,Coscinodiscus granii,Diatom,,8,33,1212
1293,Coscinodiscus granii,Diatom,,20,66,1515
1294,Coscinodiscus granii,Diatom,,12,49,1224
1295,Coscinodiscus granii,Diatom,,7,39,897
1296,Coscinodiscus granii,Diatom,,6,48,625
1297,Coscinodiscus granii,Diatom,,9,50,900
1298,Coscinodiscus granii,Diatom,,1,23,217
1299,Coscinodiscus granii,Diatom,,9,43,1047
1300,Coscinodiscus granii,Diatom,,7,43,814
1301,Coscinodiscus granii,Diatom,,3,42,357
1302,Coscinodiscus granii,Diatom,,3,40,375
1303,Coscinodiscus granii,Diatom,,3,36,417
1304,Coscinodiscus granii,Diatom,,1,34,147
1305,Coscinodiscus granii,Diatom,,8,35,1143
1306,Coscinodiscus granii,Diatom,,4,52,385
1307,Coscinodiscus granii,Diatom,,11,57,965
1308,Coscinodiscus granii,Diatom,,128,50,12800
1309,Coscinodiscus granii,Diatom,,88,50,8800
1310,Coscinodiscus granii,Diatom,,162,54,15000
1311,Coscinodiscus granii,Diatom,,142,32,22188
1313,Coscinodiscus granii,Diatom,,60,20,15000
1315,Coscinodiscus granii,Diatom,,111,72,7708
1317,Coscinodiscus granii,Diatom,,47,53,4434
1319,Coscinodiscus granii,Diatom,,6,47,638
1320,Coscinodiscus granii,Diatom,,5,33,758
1321,Coscinodiscus granii,Diatom,,1,47,106
1322,Coscinodiscus granii,Diatom,,4,39,513
1323,Coscinodiscus granii,Diatom,,4,36,556
1324,Coscinodiscus granii,Diatom,,3,43,349
1325,Coscinodiscus granii,Diatom,,1,47,106
1326,Coscinodiscus granii,Diatom,,11,41,1341
1327,Coscinodiscus granii,Diatom,,20,30,3333
1328,Coscinodiscus granii,Diatom,,5,29,862
1329,Coscinodiscus granii,Diatom,,8,41,976
1330,Coscinodiscus granii,Diatom,,6,28,1071
1331,Coscinodiscus granii,Diatom,,8,67,597
1332,Coscinodiscus granii,Diatom,,9,25,1800
1282,Cylindrotheca closterium,Diatom,,1,150,33
1283,Cylindrotheca closterium,Diatom,,1,100,50
1290,Cylindrotheca closterium,Diatom,,1,100,50
1292,Cylindrotheca closterium,Diatom,,1,33,152
1301,Cylindrotheca closterium,Diatom,,1,42,119
1303,Cylindrotheca closterium,Diatom,,5,36,694
1304,Cylindrotheca closterium,Diatom,,1,34,147
1305,Cylindrotheca closterium,Diatom,,4,35,571
1319,Cylindrotheca closterium,Diatom,,3,47,319
1321,Cylindrotheca closterium,Diatom,,1,47,106
458,Cyst,Various,, 80 ,20,4000
459,Cyst,Various,, 1 ,10,100
461,Cyst,Various,, 1 ,15,67
474,Cyst,Various,, 2 ,5,400
476,Cyst,Various,, 6 ,5,1200
538,Cyst,Various,, 3 ,10,300
570,Cyst,Various,, 8 ,20,400
571,Cyst,Various,, 6 ,20,300
572,Cyst,Various,, 9 ,20,450
573,Cyst,Various,, 1 ,20,50
574,Cyst,Various,, 11 ,20,550
575,Cyst,Various,, 11 ,20,550
959,Cyst,Various,,4,20,1000
960,Cyst,Various,,3,20,750
961,Cyst,Various,,1,20,250
962,Cyst,Various,,2,20,500
963,Cyst,Various,,3,20,750
964,Cyst,Various,,2,20,500
965,Cyst,Various,,2,20,500
966,Cyst,Various,,5,20,1250
967,Cyst,Various,,2,20,500
968,Cyst,Various,,4,20,1000
980,Cyst,Various,,1,20,250
981,Cyst,Various,,1,20,250
988,Cyst,Various,,1,20,250
989,Cyst,Various,,1,20,250
1020,Cyst,Various,,2,20,500
1021,Cyst,Various,,2,20,500
1022,Cyst,Various,,1,20,250
1093,Cyst,Various,,3,20,750
1186,Cyst,Various,,8,20,2000
1187,Cyst,Various,,1,20,250
1188,Cyst,Various,,3,20,750
1190,Cyst,Various,,1,20,250
1191,Cyst,Various,,3,20,750
1192,Cyst,Various,,5,20,1250
1193,Cyst,Various,,1,20,250
1199,Cyst,Various,,69,125,2760
1200,Cyst,Various,,7,125,280
1201,Cyst,Various,,1,8,625
1219,Cyst,Various,,3,20,750
1310,Cyst,Various,,1,54,93
20,Dictyocha,Dictyochophyceae,, 1 ,20,50
45,Dictyocha,Dictyochophyceae,, 1 ,20,50
49,Dictyocha,Dictyochophyceae,, 1 ,20,50
1241,Dictyocha,Dictyochophyceae,,3,100,30
1243,Dictyocha,Dictyochophyceae,,4,100,40
1244,Dictyocha,Dictyochophyceae,,10,200,50
1245,Dictyocha,Dictyochophyceae,,4,100,40
1247,Dictyocha,Dictyochophyceae,,2,328,6
1249,Dictyocha,Dictyochophyceae,,11,200,275
1250,Dictyocha,Dictyochophyceae,,8,150,267
1251,Dictyocha,Dictyochophyceae,,6,200,150
1252,Dictyocha,Dictyochophyceae,,4,100,200
1253,Dictyocha,Dictyochophyceae,,13,150,433
1254,Dictyocha,Dictyochophyceae,,20,150,667
1255,Dictyocha,Dictyochophyceae,,2,150,67
1256,Dictyocha,Dictyochophyceae,,1,100,50
1257,Dictyocha,Dictyochophyceae,,6,200,150
1259,Dictyocha,Dictyochophyceae,,3,150,100
1260,Dictyocha,Dictyochophyceae,,1,150,33
1263,Dictyocha,Dictyochophyceae,,1,150,33
1265,Dictyocha,Dictyochophyceae,,2,200,50
1266,Dictyocha,Dictyochophyceae,,3,200,75
1267,Dictyocha,Dictyochophyceae,,1,150,33
1269,Dictyocha,Dictyochophyceae,,1,150,33
1270,Dictyocha,Dictyochophyceae,,1,150,33
1273,Dictyocha,Dictyochophyceae,,1,150,33
1281,Dictyocha,Dictyochophyceae,,1,100,50
1283,Dictyocha,Dictyochophyceae,,1,100,50
1292,Dictyocha,Dictyochophyceae,,1,33,152
1293,Dictyocha,Dictyochophyceae,,8,66,606
1294,Dictyocha,Dictyochophyceae,,4,49,408
1295,Dictyocha,Dictyochophyceae,,3,39,385
1296,Dictyocha,Dictyochophyceae,,1,48,104
1298,Dictyocha,Dictyochophyceae,,1,23,217
1299,Dictyocha,Dictyochophyceae,,1,43,116
1301,Dictyocha,Dictyochophyceae,,4,42,476
1306,Dictyocha,Dictyochophyceae,,1,52,96
1307,Dictyocha,Dictyochophyceae,,1,57,88
1308,Dictyocha,Dictyochophyceae,,2,50,200
1319,Dictyocha,Dictyochophyceae,,1,47,106
1325,Dictyocha,Dictyochophyceae,,1,47,106
45,Dinophysis acuminata,Dinoflagellate,, 2 ,20,100
302,Dinophysis acuminata,Dinoflagellate,, 1 ,20,50
374,Dinophysis acuminata,Dinoflagellate,, 1 ,20,50
385,Dinophysis acuminata,Dinoflagellate,, 2 ,20,100
390,Dinophysis acuminata,Dinoflagellate,, 1 ,20,50
392,Dinophysis acuminata,Dinoflagellate,, 1 ,20,50
394,Dinophysis acuminata,Dinoflagellate,, 1 ,20,50
398,Dinophysis acuminata,Dinoflagellate,, 2 ,20,100
538,Dinophysis acuminata,Dinoflagellate,, 1 ,10,100
570,Dinophysis acuminata,Dinoflagellate,, 1 ,20,50
574,Dinophysis acuminata,Dinoflagellate,, 1 ,20,50
957,Dinophysis acuminata,Dinoflagellate,,1,20,250
959,Dinophysis acuminata,Dinoflagellate,DSP,2,20,500
960,Dinophysis acuminata,Dinoflagellate,,1,20,250
961,Dinophysis acuminata,Dinoflagellate,,1,20,250
962,Dinophysis acuminata,Dinoflagellate,,1,20,250
963,Dinophysis acuminata,Dinoflagellate,,1,20,250
968,Dinophysis acuminata,Dinoflagellate,,1,20,250
974,Dinophysis acuminata,Dinoflagellate,,1,20,250
980,Dinophysis acuminata,Dinoflagellate,,1,20,250
987,Dinophysis acuminata,Dinoflagellate,,2,20,500
988,Dinophysis acuminata,Dinoflagellate,,2,20,500
996,Dinophysis acuminata,Dinoflagellate,,1,20,250
998,Dinophysis acuminata,Dinoflagellate,,1,20,250
1004,Dinophysis acuminata,Dinoflagellate,,1,20,250
1043,Dinophysis acuminata,Dinoflagellate,,2,20,500
1112,Dinophysis acuminata,Dinoflagellate,,1,20,250
1116,Dinophysis acuminata,Dinoflagellate,,1,20,250
1118,Dinophysis acuminata,Dinoflagellate,,3,20,750
1124,Dinophysis acuminata,Dinoflagellate,,1,10,500
1125,Dinophysis acuminata,Dinoflagellate,,1,10,500
1130,Dinophysis acuminata,Dinoflagellate,,1,10,500
1138,Dinophysis acuminata,Dinoflagellate,,2,20,500
1139,Dinophysis acuminata,Dinoflagellate,,2,10,1000
1140,Dinophysis acuminata,Dinoflagellate,,1,20,250
1141,Dinophysis acuminata,Dinoflagellate,,1,20,250
1144,Dinophysis acuminata,Dinoflagellate,,1,20,250
1145,Dinophysis acuminata,Dinoflagellate,,1,10,500
1146,Dinophysis acuminata,Dinoflagellate,,1,10,500
1147,Dinophysis acuminata,Dinoflagellate,,1,20,250
1160,Dinophysis acuminata,Dinoflagellate,,1,20,250
1219,Dinophysis acuminata,Dinoflagellate,,1,20,250
1259,Dinophysis acuminata,Dinoflagellate,,1,150,33
1260,Dinophysis acuminata,Dinoflagellate,,1,150,33
1261,Dinophysis acuminata,Dinoflagellate,,2,200,50
1262,Dinophysis acuminata,Dinoflagellate,,4,150,133
1265,Dinophysis acuminata,Dinoflagellate,,3,200,75
1266,Dinophysis acuminata,Dinoflagellate,,1,200,25
1268,Dinophysis acuminata,Dinoflagellate,,1,200,25
1269,Dinophysis acuminata,Dinoflagellate,,1,150,33
1270,Dinophysis acuminata,Dinoflagellate,,1,150,33
1273,Dinophysis acuminata,Dinoflagellate,,2,150,67
1278,Dinophysis acuminata,Dinoflagellate,,2,150,67
1279,Dinophysis acuminata,Dinoflagellate,,1,100,50
1280,Dinophysis acuminata,Dinoflagellate,,1,100,50
1283,Dinophysis acuminata,Dinoflagellate,,2,100,100
1289,Dinophysis acuminata,Dinoflagellate,,1,30,167
1291,Dinophysis acuminata,Dinoflagellate,,1,50,100
1292,Dinophysis acuminata,Dinoflagellate,,2,33,303
1294,Dinophysis acuminata,Dinoflagellate,,2,49,204
1295,Dinophysis acuminata,Dinoflagellate,,2,39,256
1297,Dinophysis acuminata,Dinoflagellate,,1,50,100
1299,Dinophysis acuminata,Dinoflagellate,,1,43,116
1301,Dinophysis acuminata,Dinoflagellate,,2,42,238
1304,Dinophysis acuminata,Dinoflagellate,,3,34,441
1305,Dinophysis acuminata,Dinoflagellate,,1,35,143
1308,Dinophysis acuminata,Dinoflagellate,,3,50,300
1309,Dinophysis acuminata,Dinoflagellate,,1,50,100
1310,Dinophysis acuminata,Dinoflagellate,,1,54,93
1311,Dinophysis acuminata,Dinoflagellate,,1,32,156
1317,Dinophysis acuminata,Dinoflagellate,,1,53,94
395,Dinophysis fortii,Dinoflagellate,, 1 ,20,50
1232,Dinophysis fortii,Dinoflagellate,,1,40,125
1293,Dinophysis fortii,Dinoflagellate,,1,66,76
1296,Dinophysis fortii,Dinoflagellate,,1,48,104
1145,Dinophysis rotundata,Dinoflagellate,,1,10,500
1282,Dinophysis rotundata,Dinoflagellate,,1,150,33
1285,Dinophysis rotundata,Dinoflagellate,,12,50,1200
1295,Dinophysis rotundata,Dinoflagellate,,2,39,256
1313,Dinophysis rotundata,Dinoflagellate,,1,20,250
2,Dinophysis tripos,Dinoflagellate,, 2 ,20,100
10,Dinophysis tripos,Dinoflagellate,, 1 ,20,50
15,Dinophysis tripos,Dinoflagellate,, 1 ,20,50
570,Dinophysis tripos,Dinoflagellate,, 1 ,20,50
1243,Ditylum,Diatom,,1,100,10
113,Ditylum brightwellii,Diatom,, 1 ,20,50
154,Ditylum brightwellii,Diatom,, 2 ,20,100
165,Ditylum brightwellii,Diatom,, 1 ,20,50
186,Ditylum brightwellii,Diatom,, 2 ,20,100
187,Ditylum brightwellii,Diatom,, 1 ,20,50
192,Ditylum brightwellii,Diatom,, 1 ,20,50
193,Ditylum brightwellii,Diatom,, 2 ,20,100
196,Ditylum brightwellii,Diatom,, 5 ,20,250
206,Ditylum brightwellii,Diatom,, 6 ,20,300
212,Ditylum brightwellii,Diatom,, 2 ,20,100
267,Ditylum brightwellii,Diatom,, 2 ,20,100
269,Ditylum brightwellii,Diatom,, 1 ,20,50
271,Ditylum brightwellii,Diatom,, 1 ,20,50
275,Ditylum brightwellii,Diatom,, 1 ,20,50
571,Ditylum brightwellii,Diatom,, 1 ,20,50
571,Ditylum brightwellii,Diatom,, 1 ,20,50
572,Ditylum brightwellii,Diatom,, 1 ,20,50
1203,Ditylum brightwellii,Diatom,,1,45,111
1204,Ditylum brightwellii,Diatom,,1,16,313
1209,Ditylum brightwellii,Diatom,,1,20,250
1217,Ditylum brightwellii,Diatom,,2,20,500
1220,Ditylum brightwellii,Diatom,,3,20,750
1221,Ditylum brightwellii,Diatom,,1,20,250
1222,Ditylum brightwellii,Diatom,,1,20,250
1223,Ditylum brightwellii,Diatom,,3,20,750
1224,Ditylum brightwellii,Diatom,,1,20,250
1226,Ditylum brightwellii,Diatom,,1,5,1000
1227,Ditylum brightwellii,Diatom,,1,8,625
1230,Ditylum brightwellii,Diatom,,2,40,250
1231,Ditylum brightwellii,Diatom,,2,40,250
1232,Ditylum brightwellii,Diatom,,1,40,125
1233,Ditylum brightwellii,Diatom,,2,40,250
1234,Ditylum brightwellii,Diatom,,4,40,500
1236,Ditylum brightwellii,Diatom,,3,30,100
1238,Ditylum brightwellii,Diatom,,2,10,200
1239,Ditylum brightwellii,Diatom,,2,9,222
1240,Ditylum brightwellii,Diatom,,2,9,222
1241,Ditylum brightwellii,Diatom,,37,100,370
1242,Ditylum brightwellii,Diatom,,26,50,520
1243,Ditylum brightwellii,Diatom,,19,100,190
1244,Ditylum brightwellii,Diatom,,41,200,205
1245,Ditylum brightwellii,Diatom,,41,100,410
1246,Ditylum brightwellii,Diatom,,4,24,167
1247,Ditylum brightwellii,Diatom,,23,328,70
1248,Ditylum brightwellii,Diatom,,3,24,125
1249,Ditylum brightwellii,Diatom,,3,200,75
1250,Ditylum brightwellii,Diatom,,6,150,200
1251,Ditylum brightwellii,Diatom,,1,200,25
1252,Ditylum brightwellii,Diatom,,1,100,50
1253,Ditylum brightwellii,Diatom,,8,150,267
1254,Ditylum brightwellii,Diatom,,6,150,200
1255,Ditylum brightwellii,Diatom,,1,150,33
1256,Ditylum brightwellii,Diatom,,3,100,150
1257,Ditylum brightwellii,Diatom,,2,200,50
1258,Ditylum brightwellii,Diatom,,1,200,25
1259,Ditylum brightwellii,Diatom,,5,150,167
1260,Ditylum brightwellii,Diatom,,2,150,67
1263,Ditylum brightwellii,Diatom,,13,150,433
1264,Ditylum brightwellii,Diatom,,2,150,67
1265,Ditylum brightwellii,Diatom,,1,200,25
1267,Ditylum brightwellii,Diatom,,1,150,33
1268,Ditylum brightwellii,Diatom,,1,200,25
1269,Ditylum brightwellii,Diatom,,1,150,33
1270,Ditylum brightwellii,Diatom,,4,150,133
1271,Ditylum brightwellii,Diatom,,9,110,409
1272,Ditylum brightwellii,Diatom,,2,110,91
1273,Ditylum brightwellii,Diatom,,3,150,100
1274,Ditylum brightwellii,Diatom,,6,110,273
1275,Ditylum brightwellii,Diatom,,6,110,273
1281,Ditylum brightwellii,Diatom,,1,100,50
1282,Ditylum brightwellii,Diatom,,1,150,33
1289,Ditylum brightwellii,Diatom,,2,30,333
1292,Ditylum brightwellii,Diatom,,2,33,303
1293,Ditylum brightwellii,Diatom,,8,66,606
1294,Ditylum brightwellii,Diatom,,3,49,306
1295,Ditylum brightwellii,Diatom,,1,39,128
1296,Ditylum brightwellii,Diatom,,1,48,104
1298,Ditylum brightwellii,Diatom,,1,23,217
1300,Ditylum brightwellii,Diatom,,1,43,116
1301,Ditylum brightwellii,Diatom,,1,42,119
1302,Ditylum brightwellii,Diatom,,3,40,375
1303,Ditylum brightwellii,Diatom,,1,36,139
1305,Ditylum brightwellii,Diatom,,2,35,286
1306,Ditylum brightwellii,Diatom,,1,52,96
1308,Ditylum brightwellii,Diatom,,13,50,1300
1309,Ditylum brightwellii,Diatom,,15,50,1500
1310,Ditylum brightwellii,Diatom,,16,54,1481
1311,Ditylum brightwellii,Diatom,,6,32,938
1313,Ditylum brightwellii,Diatom,,17,20,4250
1315,Ditylum brightwellii,Diatom,,4,72,278
1317,Ditylum brightwellii,Diatom,,1,53,94
1319,Ditylum brightwellii,Diatom,,1,47,106
1320,Ditylum brightwellii,Diatom,,1,33,152
1321,Ditylum brightwellii,Diatom,,2,47,213
1243,Eucampia,Diatom,,5,100,50
1244,Eucampia,Diatom,,1,200,5
1249,Eucampia,Diatom,,1,200,25
1263,Eucampia,Diatom,,1,150,33
1265,Eucampia,Diatom,,1,200,25
1282,Eucampia,Diatom,,1,150,33
1283,Eucampia,Diatom,,1,100,50
1291,Eucampia,Diatom,,1,50,100
1301,Eucampia,Diatom,,1,42,119
1305,Eucampia,Diatom,,1,35,143
1307,Eucampia,Diatom,,2,57,175
1308,Eucampia,Diatom,,28,50,2800
1309,Eucampia,Diatom,,10,50,1000
1310,Eucampia,Diatom,,10,54,926
1311,Eucampia,Diatom,,14,32,2188
1313,Eucampia,Diatom,,10,20,2500
1315,Eucampia,Diatom,,10,72,694
1317,Eucampia,Diatom,,16,53,1509
1321,Eucampia,Diatom,,3,47,319
1325,Eucampia,Diatom,,1,47,106
1147,Goniodoma polyedricum,Dinoflagellate,,28,20,7000
1,Gonyaulax polygramma,Dinoflagellate,, 2 ,20,100
2,Gonyaulax polygramma,Dinoflagellate,, 5 ,20,250
4,Gonyaulax polygramma,Dinoflagellate,, 2 ,20,100
5,Gonyaulax polygramma,Dinoflagellate,, 1 ,20,50
6,Gonyaulax polygramma,Dinoflagellate,, 5 ,20,250
7,Gonyaulax polygramma,Dinoflagellate,, 3 ,20,150
8,Gonyaulax polygramma,Dinoflagellate,, 5 ,20,250
9,Gonyaulax polygramma,Dinoflagellate,, 5 ,20,250
10,Gonyaulax polygramma,Dinoflagellate,, 10 ,20,500
11,Gonyaulax polygramma,Dinoflagellate,, 6 ,20,300
12,Gonyaulax polygramma,Dinoflagellate,, 5 ,20,250
13,Gonyaulax polygramma,Dinoflagellate,, 6 ,20,300
14,Gonyaulax polygramma,Dinoflagellate,, 8 ,20,400
15,Gonyaulax polygramma,Dinoflagellate,, 4 ,20,200
16,Gonyaulax polygramma,Dinoflagellate,, 4 ,20,200
33,Gonyaulax polygramma,Dinoflagellate,, 1 ,20,50
35,Gonyaulax polygramma,Dinoflagellate,, 3 ,20,150
36,Gonyaulax polygramma,Dinoflagellate,, 1 ,20,50
38,Gonyaulax polygramma,Dinoflagellate,, 4 ,20,200
40,Gonyaulax polygramma,Dinoflagellate,, 2 ,20,100
46,Gonyaulax polygramma,Dinoflagellate,, 2 ,20,100
49,Gonyaulax polygramma,Dinoflagellate,, 1 ,20,50
50,Gonyaulax polygramma,Dinoflagellate,, 1 ,20,50
52,Gonyaulax polygramma,Dinoflagellate,, 25 ,20,1250
54,Gonyaulax polygramma,Dinoflagellate,, 89 ,20,4450
57,Gonyaulax polygramma,Dinoflagellate,, 12 ,20,600
58,Gonyaulax polygramma,Dinoflagellate,, 20 ,20,1000
59,Gonyaulax polygramma,Dinoflagellate,, 17 ,20,850
64,Gonyaulax polygramma,Dinoflagellate,, 36 ,20,1800
65,Gonyaulax polygramma,Dinoflagellate,, 11 ,20,550
76,Gonyaulax polygramma,Dinoflagellate,, 1 ,20,50
77,Gonyaulax polygramma,Dinoflagellate,, 10 ,20,500
78,Gonyaulax polygramma,Dinoflagellate,, 7 ,20,350
79,Gonyaulax polygramma,Dinoflagellate,, 22 ,20,1100
80,Gonyaulax polygramma,Dinoflagellate,, 18 ,20,900
95,Gonyaulax polygramma,Dinoflagellate,, 10 ,20,500
113,Gonyaulax polygramma,Dinoflagellate,, 2 ,20,100
114,Gonyaulax polygramma,Dinoflagellate,, 22 ,20,1100
115,Gonyaulax polygramma,Dinoflagellate,, 1 ,20,50
116,Gonyaulax polygramma,Dinoflagellate,, 4 ,20,200
148,Gonyaulax polygramma,Dinoflagellate,, 3 ,20,150
149,Gonyaulax polygramma,Dinoflagellate,, 1 ,20,50
150,Gonyaulax polygramma,Dinoflagellate,, 5 ,20,250
151,Gonyaulax polygramma,Dinoflagellate,, 3 ,20,150
153,Gonyaulax polygramma,Dinoflagellate,, 2 ,20,100
154,Gonyaulax polygramma,Dinoflagellate,, 7 ,20,350
155,Gonyaulax polygramma,Dinoflagellate,, 5 ,20,250
156,Gonyaulax polygramma,Dinoflagellate,, 2 ,20,100
164,Gonyaulax polygramma,Dinoflagellate,, 1 ,20,50
165,Gonyaulax polygramma,Dinoflagellate,, 1 ,20,50
172,Gonyaulax polygramma,Dinoflagellate,, 72 ,20,3600
173,Gonyaulax polygramma,Dinoflagellate,, 9 ,20,450
174,Gonyaulax polygramma,Dinoflagellate,, 22 ,20,1100
175,Gonyaulax polygramma,Dinoflagellate,, 45 ,20,2250
178,Gonyaulax polygramma,Dinoflagellate,, 44 ,20,2200
184,Gonyaulax polygramma,Dinoflagellate,, 19 ,20,950
186,Gonyaulax polygramma,Dinoflagellate,, 14 ,20,700
187,Gonyaulax polygramma,Dinoflagellate,, 41 ,20,2050
188,Gonyaulax polygramma,Dinoflagellate,, 13 ,20,650
189,Gonyaulax polygramma,Dinoflagellate,, 7 ,20,350
190,Gonyaulax polygramma,Dinoflagellate,, 15 ,20,750
191,Gonyaulax polygramma,Dinoflagellate,, 31 ,20,1550
192,Gonyaulax polygramma,Dinoflagellate,, 15 ,20,750
193,Gonyaulax polygramma,Dinoflagellate,, 6 ,20,300
194,Gonyaulax polygramma,Dinoflagellate,, 23 ,20,1150
195,Gonyaulax polygramma,Dinoflagellate,, 16 ,20,800
196,Gonyaulax polygramma,Dinoflagellate,, 11 ,20,550
197,Gonyaulax polygramma,Dinoflagellate,, 11 ,20,550
202,Gonyaulax polygramma,Dinoflagellate,, 496 ,20,24800
203,Gonyaulax polygramma,Dinoflagellate,, 27 ,20,1350
206,Gonyaulax polygramma,Dinoflagellate,, 809 ,20,40450
207,Gonyaulax polygramma,Dinoflagellate,, 407 ,20,20350
209,Gonyaulax polygramma,Dinoflagellate,, 65 ,20,3250
211,Gonyaulax polygramma,Dinoflagellate,, 156 ,20,7800
212,Gonyaulax polygramma,Dinoflagellate,, 9 ,20,450
213,Gonyaulax polygramma,Dinoflagellate,, 1 ,20,50
214,Gonyaulax polygramma,Dinoflagellate,, 10 ,20,500
228,Gonyaulax polygramma,Dinoflagellate,, 784 ,20,39200
229,Gonyaulax polygramma,Dinoflagellate,, 241 ,20,12050
230,Gonyaulax polygramma,Dinoflagellate,, 333 ,20,16650
231,Gonyaulax polygramma,Dinoflagellate,, 240 ,20,12000
232,Gonyaulax polygramma,Dinoflagellate,, 342 ,20,17100
233,Gonyaulax polygramma,Dinoflagellate,, 100 ,20,5000
234,Gonyaulax polygramma,Dinoflagellate,, 286 ,20,14300
235,Gonyaulax polygramma,Dinoflagellate,, 49 ,20,2450
236,Gonyaulax polygramma,Dinoflagellate,, 332 ,20,16600
237,Gonyaulax polygramma,Dinoflagellate,, 234 ,20,11700
238,Gonyaulax polygramma,Dinoflagellate,, 245 ,20,12250
239,Gonyaulax polygramma,Dinoflagellate,, 121 ,20,6050
240,Gonyaulax polygramma,Dinoflagellate,, 64 ,20,3200
241,Gonyaulax polygramma,Dinoflagellate,, 34 ,20,1700
242,Gonyaulax polygramma,Dinoflagellate,, 135 ,20,6750
243,Gonyaulax polygramma,Dinoflagellate,, 68 ,20,3400
244,Gonyaulax polygramma,Dinoflagellate,, 232 ,20,11600
245,Gonyaulax polygramma,Dinoflagellate,, 28 ,20,1400
246,Gonyaulax polygramma,Dinoflagellate,, 107 ,20,5350
247,Gonyaulax polygramma,Dinoflagellate,, 73 ,20,3650
248,Gonyaulax polygramma,Dinoflagellate,, 95 ,20,4750
249,Gonyaulax polygramma,Dinoflagellate,, 62 ,20,3100
250,Gonyaulax polygramma,Dinoflagellate,, 126 ,20,6300
251,Gonyaulax polygramma,Dinoflagellate,, 31 ,20,1550
254,Gonyaulax polygramma,Dinoflagellate,, 48 ,20,2400
